Class,Value,Description
5,Duane Quam, Duane R. Quam (born July 1960) is a Minnesota politician and member of the Minnesota House of Representatives. A member of the Republican Party of Minnesota he represents District 25A which includes portions of Dodge and Olmsted counties in the southeastern part of the state. He is also an engineer by profession.
5,John Lenders, John Lenders is an Australian Labor Party politician representing the Southern Metropolitan Region in the Victorian Legislative Council. He was most notably the Minister for Education in the Bracks Government and Treasurer of Victoria in the Brumby Government.He was appointed Treasurer in August 2007 following the appointment of Premier John Brumby and was succeeded on 3 December 2010 after the election of the Baillieu Government.
5,Ernest Chavez, Ernest Chavez (born February 6 1937 in Albuquerque New Mexico) is an American politician and a Democratic member of the New Mexico House of Representatives representing District 12 since 2004.
5,Alex Chernov, Alex Chernov AC QC (born 12 May 1938) is an Australian jurist and the current Governor of Victoria.
5,Gerald McKelvey, Gerald J. McKelvey was a former Republican member of the Pennsylvania House of Representatives.
5,Mohamed Mahmoud Ould Mohamedou, Mohamed Mahmoud Ould Mohamedou sometimes spelled Mohammad-Mahmoud Mohamedou (born 1968) is a Harvard University scholar who served as Minister of Foreign Affairs and Cooperation of Mauritania from 2008 until 2009.
5,Ugo La Malfa, Ugo La Malfa (May 16 1903 É?? March 26 1979) was an Italian politician and an important leader in the Italian Republican Party of which his son Giorgio La Malfa is now president.
5,Bill Thomas (Alaska politician), William A. Bill Thomas Jr. (born June 1 1947) is a businessman commercial fisherman and politician from the U.S. state of Alaska. Thomas served as a Republican member of the Alaska House of Representatives from the 5th District comprising scattered rural and semi-rural communities throughout Southeast Alaska and stretching westward to Prince William Sound from 2005 to 2013. Thomas served in the majority his entire tenure in the House and held multiple chairmanships.
5,Akhtar Chaudhry, Haque Nawaz Akhtar Chaudhry (born 23 July 1961) is a Pakistani-Norwegian politician for the Socialist Left Party and 4th Vice President (deputy speaker) of the Norwegian parliament. Chaudhry came to Norway from Pakistan in 1982.He served in the position of deputy representative to the Norwegian Parliament from Oslo during the terms 2001É??2005 and 2005É??2009.
5,Robert F. Hale, Robert F. Hale (born 1947) is the United States Under Secretary of Defense (Comptroller) and former Assistant Secretary of the Air Force (Financial Management and Comptroller). Hale has over thirty years of experience as a professional financial manager serving in a wide range of national defense related roles.
5,William Dickson (congressman), Dr. William Dickson(May 5 1770 - February 21 1816) was a United States politician and a United States Representative for Tennessee from 1801 to 1807.
5,Fakir Azizuddin, Fakir Aziz ud-Din (Punjabi: Ö?ÆÖ?¨Ö??Ö??Ö?¯ Ö??Ö??Ö?¨Ö??Ö??Ö?¨Ö?ÅÖ??Ö?çÖ??Ö??Ö??/?Å???Ò???˝???˝???????ß) was physician linguist diplomat and foreign minister at the court of MahéÅréÅjéÅ Ra†??jéÆt Si†??gh He was a Muslim one of many non-Sikhs in Ranjit Singh's secular government of the Sikh Empire.He was the eldest son of HakéÆm GhuléÅm Mohy ud-DéÆn and had two brothers NèÆr ud-DéÆn and IméÅm ud-DéÆn. Both had senior military posts in the empire. He was apprenticed as a physician and was originally known by the title HakéÆm (physician).
5,Sally Hamwee Baroness Hamwee, Sally Rachel Hamwee Baroness Hamwee of Richmond upon Thames (born 12 January 1947) is a Liberal Democrat politician and their Lead Home Affairs Spokesperson in the House of Lords. She is a Life Peer and former chair of the London Assembly. Hamwee was educated at the Manchester High School for Girls.
5,Paul Madden (diplomat), Paul Damian Madden CMG (born 25 April 1959) is a British diplomat who is High Commissioner to Australia.
5,Ron Brown (U.S. politician), Ronald Harmon Ron Brown (August 1 1941 É?? April 3 1996) was the United States Secretary of Commerce serving during the first term of President Bill Clinton. He was the first African American to hold this position. He was killed along with 34 others in a 1996 plane crash in Croatia.
5,Darrell Bolz, Darrell G. Bolz (born July 24 1943 in Ontario Oregon) is a Republican Idaho State Representative since 2001 representing District 10 in the B seat.
5,Khuong Huu Dieu, éêi†Øüu H†Ø?u Khí¯í≠ng (born 1933) was a South Vietnamese Government Ranking Cabinet Member and Banking Chief Executive Officer in the South Vietnam government from the mid 50É??s to the 1975.
5,George Bidie, Surgeon General George Bidie CIE (3 April 1830 É?? 19 February 1913) was a British physician who worked in India in the Madras Medical Service. He was also Superintendent of the Government Museum Chennai from 1872 to 1885.
5,Lajos Rem??nyi-Schneller, Lajos Rem??nyi-Schneller (15 March 1892 É?? 24 August 1946) was a Hungarian politician who served as Minister of Finance between 1938 and 1945. He started his career in 1923 as the director of the Hungarian Exchange Bank. He became representative in 1935. K?≠lm?≠n Dar?≠nyi appointed him Minister of Finance Rem??nyi-Schneller held this position until the end of the Second World War. His assignment was Minister of Economic from the P?≠l Teleki cabinet until the Mikl??s K?≠llay administration.
5,Richard Corbett, Richard Corbett (born 6 January 1955) was a Member of the European Parliament for the Labour Party for Yorkshire and the Humber serving between 1996 and 2009. Under the single member constituency system that predates the present proportional representation system he represented Merseyside West from 1996 to 1999.Corbett lost his seat in the 2009 European Parliament elections.
5,Joe Bossano, Joseph John Bossano (born 10 June 1939) is a Gibraltarian politician and the former leader of the Gibraltar Socialist Labour Party. He was Chief Minister of Gibraltar from 25 March 1988 to 17 May 1996. He served as the Leader of the Opposition in the Gibraltar House of Assembly from 1984 until 1988 and again from 1996 until April 2011 by when the House of Assembly had become the Gibraltar Parliament. On 20 April 2011 Bossano stood down as leader of the GSLP to be replaced by Fabian Picardo.
5,Ruben Reyes, Ruben T. Reyes (born January 3 1939) is a Filipino jurist who served as an Associate Justice of the Supreme Court of the Philippines from 2007 to 2009.
5,Tom McClintock, Thomas Miller Tom McClintock II (born July 10 1956) is the U.S. Representative for California's 4th congressional district serving since 2009. He is a member of the Republican Party. He is a former Assemblyman and state Senator. McClintock unsuccessfully ran for Governor of California in the 2003 California recall election and for Lieutenant Governor of California in the 2006 California lieutenant gubernatorial election.
5,Simon Pierre Tchoungui, Simon Pierre Tchoungui (28 October 1916 - July 1997) was a doctor who was appointed Prime Minister of East Cameroon from October 1965 until 20 May 1972 when the United Republic of Cameroon came into being.
5,Robert Bourke 1st Baron Connemara, Robert Bourke 1st Baron Connemara GCIE PC (11 June 1827 É?? 3 September 1902) was a British Conservative politician and colonial administrator. He served as Under-Secretary of State for Foreign Affairs between 1874 and 1880 and 1885 and 1886 and was Governor of Madras between 1886 and 1890.
5,Rafael Paasio, Kustaa Rafael Paasio (June 6 1903 - March 17 1980) was a prominent Finnish politician and editor from Social Democratic Party. He served as Prime Minister of Finland twice.Paasio was born in Uskela and was in contact with the Social Democratic Labor movement at an early age. Paasio was elected to the parliament in 1948. Before that he participated in Turku municipal politics and was since 1942 the chief of newspaper Turun P??iv??lehti.
5,James Skivring Smith, James Skivring Smith (February 26 1825 É?? c. 1892) served as the 6th President of Liberia from 1871 to 1872. Prior to this he served as the 8th Vice President of Liberia from 1870 to 1871 under President Edward James Roye and as Secretary of State from 1856 to 1860 in the cabinet of President Stephen Allen Benson.Smith was born in Charleston South Carolina on February 26 1825 the fourth of seven children of free blacks Carlos and Catharine Smith.
5,Gary Filmon, Gary Albert Filmon PC OC OM (born August 24 1942) is a Manitoba politician. He was the leader of the Progressive Conservative Party of Manitoba from 1983 to 2000 and served as the 19th Premier from 1988 to 1999.
5,Bryan Simonaire, Bryan W. Simonaire (born September 6 1963) is a Maryland State Senator representing District 31 which encompasses much of northern Anne Arundel County's Baltimore suburbs.
6,Wedell-Williams XP-34, The Wedell-Williams XP-34 was a fighter aircraft design submitted to the United States Army Air Corps (USAAC) before World War II by Marguerite Clark Williams widow of millionaire Harry P. Williams former owner and co-founder of the Wedell-Williams Air Service Corporation.
6,USS Springfield (CL-66), USS Springfield (CL-66/CLG-7/CG-7) was one of 27 Cleveland-class light cruisers built for the United States Navy during World War II. She was the third US Navy ship to be named after Springfield Illinois. Commissioned in 1944 she served briefly in the Atlantic before transferring to the Pacific. There she served with fast carrier task forces primarily in an anti-aircraft role but also in a shore bombardment role in the last stages of the Pacific War.
6,USRC Argus, USRC Argus was one of the first ten cutters operated by the United States' Revenue Cutter Service (later to become the US Coast Guard). Of the ten cutters she was the longest to serve in this role.
6,Rover 200 / 25, The Rover 200 Series and later the Rover 25 are a series of compact cars produced under the British marque Rover from 1984 to 2005.There have been three distinct generations of the Rover 200. The first generation was a four-door saloon car based on the Honda Ballade. The second generation was available in three or five-door hatchback forms as well a coup?? and cabriolet (in relatively small numbers).
